CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12422.0,95,39,803.5600000000001,0,Regular
12423.0,0,125,1859.31,0,Regular
12424.0,162,30,1760.96,2,VIP
12425.0,77,36,777.2,0,Regular
12426.0,194,30,582.73,2,VIP
12427.0,21,31,825.8000000000001,0,Regular
12428.0,25,294,7956.46,0,Regular
12429.0,8,97,3750.4,0,Regular
12430.0,42,11,256.4,0,Regular
12431.0,35,235,6487.45,0,Regular
12432.0,42,108,5059.32,0,Regular
12433.0,0,420,13375.87,0,Regular
12434.0,84,50,806.14,0,Regular
12435.0,79,36,7829.89,0,Regular
12436.0,99,16,509.01,0,Regular
12437.0,1,199,4951.41,0,Regular
12438.0,13,98,2906.85,0,Regular
12441.0,366,11,173.55,2,VIP
12442.0,2,12,172.06,0,Regular
12444.0,20,176,5005.46,0,Regular
12445.0,21,4,133.4,0,Regular
12446.0,57,57,1002.3100000000001,0,Regular
12447.0,242,26,476.49,2,VIP
12448.0,43,22,449.45,0,Regular
12449.0,21,191,4067.29,0,Regular
12450.0,155,8,197.88,2,VIP
12451.0,10,354,9035.52,0,Regular
12452.0,16,22,430.57000000000005,0,Regular
12453.0,133,43,707.09,0,Regular
12454.0,55,15,3528.34,0,Regular
12455.0,72,90,2466.86,0,Regular
12456.0,43,125,3181.04,0,Regular
12457.0,65,62,2363.23,0,Regular
12458.0,70,38,947.4,0,Regular
12461.0,93,35,826.88,0,Regular
12462.0,18,62,1189.59,0,Regular
12463.0,52,83,1344.78,0,Regular
12464.0,9,29,1212.05,0,Regular
12465.0,16,47,742.19,0,Regular
12468.0,187,38,729.54,2,VIP
12471.0,1,460,19824.05,0,Regular
12472.0,31,339,6572.11,0,Regular
12473.0,28,168,3938.55,0,Regular
12474.0,16,424,7375.79,0,Regular
12475.0,53,36,723.38,0,Regular
12476.0,15,233,6816.42,0,Regular
12477.0,22,300,13219.74,0,Regular
12478.0,3,36,680.99,0,Regular
12479.0,10,31,527.2,0,Regular
12480.0,27,154,3281.63,0,Regular
12481.0,22,217,5596.32,0,Regular
12483.0,16,75,2484.98,0,Regular
12484.0,32,346,4541.72,0,Regular
12488.0,9,55,1298.66,0,Regular
12489.0,335,15,334.93,2,VIP
12490.0,4,245,5417.93,0,Regular
12491.0,38,26,460.40000000000003,0,Regular
12492.0,62,20,263.21000000000004,0,Regular
12493.0,165,22,433.74,2,VIP
12494.0,15,77,1246.1,0,Regular
12497.0,81,14,1043.1,0,Regular
12498.0,20,23,403.70000000000005,0,Regular
12500.0,22,61,4257.82,0,Regular
12501.0,336,149,2169.39,2,VIP
12502.0,95,147,3723.87,0,Regular
12504.0,17,9,482.04999999999995,0,Regular
12506.0,232,23,73.5,2,VIP
12507.0,133,21,1304.81,0,Regular
12508.0,25,69,398.27,0,Regular
12509.0,283,7,176.5,2,VIP
12510.0,142,33,982.5699999999999,2,VIP
12512.0,65,34,138.03,0,Regular
12513.0,112,35,612.29,0,Regular
12514.0,266,51,1017.6800000000001,2,VIP
12515.0,352,16,383.7,2,VIP
12516.0,77,26,1312.06,0,Regular
12517.0,27,284,2502.84,0,Regular
12518.0,0,124,2056.89,0,Regular
12519.0,63,18,340.84000000000003,0,Regular
12520.0,78,152,2634.26,0,Regular
12521.0,142,38,599.68,2,VIP
12522.0,38,12,192.72,0,Regular
12523.0,18,106,1789.77,0,Regular
12524.0,8,144,4485.72,0,Regular
12526.0,0,71,1316.66,0,Regular
12527.0,81,18,348.71000000000004,0,Regular
12528.0,8,92,1933.48,0,Regular
12530.0,59,66,1662.28,0,Regular
12531.0,14,17,125.22,0,Regular
12532.0,29,16,349.83000000000004,0,Regular
12534.0,130,63,1089.18,0,Regular
12535.0,91,34,716.35,0,Regular
12536.0,42,261,12601.830000000002,0,Regular
12538.0,28,21,363.95,0,Regular
12539.0,21,273,5568.35,0,Regular
12540.0,19,478,13400.24,0,Regular
12541.0,29,52,981.18,0,Regular
12544.0,35,19,372.7,0,Regular
12545.0,74,50,1000.39,0,Regular
12546.0,46,69,1161.5,0,Regular
12547.0,197,8,207.8,2,VIP
12548.0,165,5,95.19999999999999,2,VIP
12550.0,78,57,964.83,0,Regular
12551.0,357,10,168.0,2,VIP
12552.0,38,20,437.82,0,Regular
12553.0,7,191,3692.28,0,Regular
12556.0,49,121,603.71,0,Regular
12557.0,15,33,11990.960000000001,0,Regular
12558.0,7,11,269.96,0,Regular
12559.0,310,21,561.71,2,VIP
12560.0,4,105,2134.01,0,Regular
12561.0,302,16,238.85,2,VIP
12562.0,7,168,3781.7400000000002,0,Regular
12564.0,260,21,456.90000000000003,2,VIP
12565.0,288,9,145.92000000000002,2,VIP
12566.0,85,19,351.65,0,Regular
12567.0,22,446,9401.28,0,Regular
12569.0,1,188,4124.6900000000005,0,Regular
12571.0,39,34,519.61,0,Regular
12572.0,8,60,1020.4200000000001,0,Regular
12573.0,226,28,160.54000000000002,2,VIP
12574.0,315,11,218.45000000000002,2,VIP
12576.0,35,88,1315.83,0,Regular
12577.0,34,147,657.8,0,Regular
12578.0,20,114,2794.51,0,Regular
12579.0,77,29,440.42,0,Regular
12580.0,246,24,415.7,2,VIP
12581.0,39,15,197.71,0,Regular
12582.0,238,22,511.36,2,VIP
12583.0,2,247,7281.38,0,Regular
12584.0,3,96,2338.15,0,Regular
12585.0,233,87,2040.1,2,VIP
12586.0,16,11,196.94000000000003,0,Regular
12587.0,7,4,144.0,0,Regular
12588.0,38,10,214.89999999999998,0,Regular
12589.0,28,35,646.68,0,Regular
12590.0,210,68,9864.26,2,VIP
12591.0,316,26,452.84999999999997,2,VIP
12592.0,91,18,437.6,0,Regular
12593.0,108,21,418.1,0,Regular
12594.0,37,118,3338.2200000000003,0,Regular
12596.0,50,27,618.27,0,Regular
12597.0,18,206,3811.22,0,Regular
12598.0,9,132,3023.08,0,Regular
12599.0,28,62,1032.58,0,Regular
12600.0,28,64,2599.04,0,Regular
12601.0,189,28,577.0600000000001,2,VIP
12602.0,58,12,153.12,0,Regular
12603.0,21,2,739.1999999999999,0,Regular
12604.0,78,16,254.18,0,Regular
12607.0,59,101,1579.51,0,Regular
12609.0,77,60,1126.85,0,Regular
12610.0,22,106,2099.54,0,Regular
12611.0,51,65,1193.32,0,Regular
12612.0,73,19,704.04,0,Regular
12613.0,56,153,3344.38,0,Regular
12614.0,277,20,315.6,2,VIP
12615.0,1,105,2291.19,0,Regular
12616.0,94,32,713.3,0,Regular
12617.0,28,42,355.53000000000003,0,Regular
12618.0,21,11,177.31,0,Regular
12619.0,15,90,3641.24,0,Regular
12620.0,14,92,1339.41,0,Regular
12621.0,1,467,13689.67,0,Regular
12622.0,231,11,180.1,2,VIP
12623.0,275,18,305.1,2,VIP
12624.0,105,38,641.13,0,Regular
12625.0,211,86,2683.82,2,VIP
12626.0,22,294,6620.4800000000005,0,Regular
12627.0,10,230,4478.53,0,Regular
12628.0,3,41,786.46,0,Regular
12630.0,9,64,1270.88,0,Regular
12631.0,56,31,640.5,0,Regular
12633.0,58,101,2163.98,0,Regular
12635.0,89,101,1689.18,0,Regular
12637.0,66,390,6021.9,0,Regular
12638.0,32,39,671.69,0,Regular
12639.0,238,22,486.1,2,VIP
12640.0,23,53,1174.58,0,Regular
12641.0,114,10,185.9,0,Regular
12642.0,24,47,1013.26,0,Regular
12643.0,127,24,3344.64,0,Regular
12644.0,129,31,477.90999999999997,0,Regular
12645.0,33,73,1775.18,0,Regular
12646.0,4,45,1346.97,0,Regular
12647.0,21,121,3722.82,0,Regular
12648.0,154,21,318.05,2,VIP
12649.0,106,31,623.51,0,Regular
12650.0,2,20,314.44,0,Regular
12651.0,334,9,114.0,2,VIP
12652.0,330,48,919.98,2,VIP
12653.0,148,43,2209.85,2,VIP
12654.0,10,38,601.98,0,Regular
12656.0,16,126,4051.17,0,Regular
12657.0,10,47,1643.18,0,Regular
12658.0,18,36,686.05,0,Regular
12659.0,29,5,91.68,0,Regular
12660.0,10,13,245.10000000000002,0,Regular
12662.0,0,230,3849.78,0,Regular
12664.0,7,37,4881.88,0,Regular
12665.0,324,3,63.0,2,VIP
12667.0,57,33,620.13,0,Regular
12668.0,11,161,3807.15,0,Regular
12669.0,150,101,2744.0299999999997,2,VIP
12670.0,9,92,2996.05,0,Regular
12672.0,329,10,225.9,2,VIP
12673.0,4,42,610.52,0,Regular
12674.0,38,83,1970.6,0,Regular
12676.0,24,45,1331.39,0,Regular
12678.0,41,165,17628.46,0,Regular
12679.0,58,48,1113.02,0,Regular
12680.0,0,52,862.81,0,Regular
12681.0,14,638,13787.54,0,Regular
12682.0,3,525,12288.22,0,Regular
12683.0,3,344,8476.57,0,Regular
12684.0,7,105,2283.63,0,Regular
12685.0,27,157,2863.08,0,Regular
12686.0,371,7,89.14,2,VIP
12688.0,113,171,4873.81,0,Regular
12689.0,25,72,1247.6100000000001,0,Regular
12690.0,205,16,389.01,2,VIP
12691.0,27,32,1035.8,0,Regular
12693.0,126,39,855.91,0,Regular
12694.0,69,37,869.67,0,Regular
12695.0,6,27,582.1,0,Regular
12697.0,28,41,957.59,0,Regular
12700.0,7,268,4939.99,0,Regular
12701.0,79,53,797.71,0,Regular
12702.0,19,12,219.0,0,Regular
12703.0,70,21,283.55,0,Regular
12704.0,6,88,2340.84,0,Regular
12705.0,14,334,6868.29,0,Regular
12707.0,291,33,603.42,2,VIP
12708.0,29,157,2712.91,0,Regular
12709.0,14,208,9736.52,0,Regular
12710.0,96,77,1149.02,0,Regular
12712.0,28,133,4396.13,0,Regular
12713.0,0,38,848.55,0,Regular
12714.0,8,259,4708.86,0,Regular
12715.0,105,21,353.86,0,Regular
12716.0,3,69,1053.49,0,Regular
12717.0,150,55,1030.98,2,VIP
12718.0,70,19,238.25,0,Regular
12719.0,4,39,644.95,0,Regular
12720.0,2,354,5781.7300000000005,0,Regular
12721.0,31,161,2656.13,0,Regular
12722.0,84,53,997.63,0,Regular
12723.0,3,69,725.07,0,Regular
12724.0,4,53,1031.41,0,Regular
12725.0,370,24,427.8,2,VIP
12726.0,27,124,2609.1,0,Regular
12727.0,10,139,3980.7000000000003,0,Regular
12728.0,70,46,836.33,0,Regular
12729.0,113,26,453.01,0,Regular
12731.0,23,274,18895.91,0,Regular
12732.0,179,12,236.26000000000002,2,VIP
12733.0,233,22,383.95,2,VIP
12734.0,352,4,110.39999999999999,2,VIP
12735.0,314,43,779.5699999999999,2,VIP
12736.0,332,4,234.0,2,VIP
12738.0,371,11,155.35,2,VIP
12739.0,77,38,1013.04,0,Regular
12740.0,63,27,427.6,0,Regular
12743.0,133,134,546.43,0,Regular
12744.0,51,222,21279.29,0,Regular
12747.0,1,103,4196.01,0,Regular
12748.0,0,4595,33719.73,1,At Risk
12749.0,3,199,4090.88,0,Regular
12750.0,128,15,275.88,0,Regular
12752.0,80,53,4366.78,0,Regular
12753.0,22,197,21429.39,0,Regular
12754.0,235,63,3010.74,2,VIP
12755.0,280,4,3811.9500000000003,2,VIP
12756.0,86,4,112.08,0,Regular
12757.0,15,371,7857.1,0,Regular
12758.0,116,97,2791.59,0,Regular
12759.0,51,95,1531.44,0,Regular
12762.0,7,69,1898.52,0,Regular
12763.0,137,18,494.08,0,Regular
12764.0,316,45,1693.88,2,VIP
12766.0,3,310,6989.63,0,Regular
12769.0,238,32,1143.6,2,VIP
12770.0,210,12,1351.45,2,VIP
12772.0,59,55,892.47,0,Regular
12775.0,16,66,1386.04,0,Regular
12778.0,19,50,822.23,0,Regular
12779.0,37,149,3981.36,0,Regular
12781.0,63,25,826.74,0,Regular
12782.0,4,103,2330.92,0,Regular
12783.0,1,84,2225.91,0,Regular
12784.0,8,59,574.42,0,Regular
12785.0,363,14,311.95,2,VIP
12787.0,9,20,463.66,0,Regular
12789.0,64,4,91.85,0,Regular
12790.0,191,21,324.92,2,VIP
12791.0,373,2,192.60000000000002,2,VIP
12792.0,256,25,400.54,2,VIP
12793.0,334,24,545.48,2,VIP
12794.0,52,45,860.41,0,Regular
12795.0,18,14,430.48,0,Regular
12797.0,365,13,254.03,2,VIP
12798.0,9,8,6977.04,0,Regular
12802.0,186,25,427.58,2,VIP
12808.0,36,28,483.65000000000003,0,Regular
12809.0,177,25,489.31,2,VIP
12811.0,260,31,514.85,2,VIP
12812.0,44,15,229.64000000000001,0,Regular
12814.0,101,2,125.92,0,Regular
12815.0,147,47,1063.46,2,VIP
12816.0,95,29,572.2,0,Regular
12817.0,280,4,166.04000000000002,2,VIP
12818.0,261,14,1542.08,2,VIP
12820.0,2,59,942.34,0,Regular
12821.0,213,6,92.72,2,VIP
12822.0,70,46,948.88,0,Regular
12823.0,74,5,1759.5,0,Regular
12824.0,59,25,397.12,0,Regular
12826.0,2,91,1474.72,0,Regular
12827.0,5,25,430.15,0,Regular
12828.0,2,56,1018.71,0,Regular
12829.0,336,11,293.0,2,VIP
12830.0,37,38,6814.64,0,Regular
12831.0,261,9,215.05,2,VIP
12832.0,31,27,383.03000000000003,0,Regular
12833.0,144,24,417.38,2,VIP
12834.0,282,18,312.38,2,VIP
12836.0,58,175,2612.86,0,Regular
12837.0,172,12,134.1,2,VIP
12838.0,33,123,683.13,0,Regular
12839.0,2,314,5591.42,0,Regular
12840.0,143,113,2726.77,0,Regular
12841.0,4,420,4022.35,0,Regular
12842.0,69,34,1118.99,0,Regular
12843.0,65,103,1702.26,0,Regular
12844.0,28,52,325.96000000000004,0,Regular
12845.0,266,27,354.09000000000003,2,VIP
12847.0,21,91,871.54,0,Regular
12849.0,30,51,1050.89,0,Regular
12851.0,96,50,135.18,0,Regular
12852.0,294,17,311.55,2,VIP
12853.0,134,78,1957.1000000000001,0,Regular
12854.0,78,110,1324.5,0,Regular
12855.0,372,3,38.1,2,VIP
12856.0,7,314,2179.93,0,Regular
12857.0,210,46,1106.4,2,VIP
12863.0,51,5,521.2,0,Regular
12864.0,137,3,147.12,0,Regular
12865.0,25,95,1568.23,0,Regular
12866.0,282,26,559.12,2,VIP
12867.0,25,538,4036.82,0,Regular
12868.0,185,107,1607.0600000000002,2,VIP
12871.0,83,11,380.64,0,Regular
12872.0,326,66,599.97,2,VIP
12873.0,281,4,374.0,2,VIP
12875.0,142,2,343.2300000000001,2,VIP
12876.0,57,85,2218.02,0,Regular
12877.0,3,154,1535.77,0,Regular
12878.0,235,47,854.99,2,VIP
12879.0,44,10,573.22,0,Regular
12881.0,275,7,298.0,2,VIP
12882.0,8,13,1463.04,0,Regular
12883.0,24,42,703.47,0,Regular
12884.0,87,7,309.05,0,Regular
12885.0,62,71,1175.22,0,Regular
12886.0,67,82,1378.4,0,Regular
12888.0,213,5,354.12,2,VIP
12890.0,23,82,380.46999999999997,0,Regular
12891.0,185,3,331.0,2,VIP
12893.0,30,34,188.14,0,Regular
12895.0,41,22,372.8,0,Regular
12897.0,204,4,216.5,2,VIP
12901.0,8,116,17654.54,0,Regular
12902.0,264,10,138.68,2,VIP
12904.0,17,72,509.58,0,Regular
12906.0,11,63,2919.81,0,Regular
12908.0,175,2,750.0,2,VIP
12909.0,39,91,2178.67,0,Regular
12910.0,22,75,3075.04,0,Regular
12912.0,2,24,1662.3,0,Regular
12913.0,4,50,2483.63,0,Regular
12915.0,148,22,363.65,2,VIP
12916.0,138,107,3006.15,0,Regular
12917.0,127,2,594.0,0,Regular
12919.0,7,50,1335.19,0,Regular
12920.0,16,28,164.23,0,Regular
12921.0,8,720,16587.09,0,Regular
12922.0,160,28,405.38,2,VIP
12923.0,63,29,176.97,0,Regular
12924.0,87,30,933.7,0,Regular
12925.0,4,45,694.05,0,Regular
12928.0,34,84,2062.7,0,Regular
12929.0,311,8,117.85,2,VIP
12930.0,77,25,415.8,0,Regular
12931.0,21,82,42055.96,0,Regular
12933.0,23,106,607.53,0,Regular
12935.0,1,129,2160.7,0,Regular
12936.0,16,62,1063.9,0,Regular
12937.0,14,120,1504.27,0,Regular
12938.0,25,9,114.14,0,Regular
12939.0,63,47,11581.8,0,Regular
12940.0,54,99,913.54,0,Regular
12942.0,130,75,683.9,0,Regular
12944.0,35,30,604.51,0,Regular
12945.0,287,23,462.95,2,VIP
12947.0,143,97,1603.99,0,Regular
12948.0,15,116,2064.95,0,Regular
12949.0,30,215,4167.22,0,Regular
12950.0,1,23,1843.0,0,Regular
12951.0,8,63,1064.07,0,Regular
12952.0,5,79,1387.79,0,Regular
12953.0,9,17,329.85,0,Regular
12955.0,0,180,4757.16,0,Regular
12956.0,305,19,108.07,2,VIP
12957.0,9,238,4017.54,0,Regular
12962.0,6,16,266.39,0,Regular
12963.0,7,95,1856.63,0,Regular
12965.0,88,109,771.91,0,Regular
12966.0,9,10,160.18,0,Regular
12967.0,357,19,1660.9,2,VIP
12968.0,111,5,135.95,0,Regular
12970.0,6,151,452.24,0,Regular
12971.0,3,305,11189.91,0,Regular
12974.0,197,8,144.8,2,VIP
12976.0,211,22,738.6,2,VIP
12977.0,155,9,39.239999999999995,2,VIP
12980.0,157,20,7374.900000000001,2,VIP
12981.0,29,20,372.21999999999997,0,Regular
12982.0,242,28,390.54,2,VIP
12984.0,18,4,97.5,0,Regular
12985.0,0,76,1239.38,0,Regular
12987.0,73,28,558.7,0,Regular
12988.0,291,92,535.32,2,VIP
12989.0,2,64,6924.11,0,Regular
12990.0,30,13,409.5,0,Regular
12991.0,22,31,503.76,0,Regular
12993.0,22,27,414.76,0,Regular
12994.0,3,61,974.42,0,Regular
12995.0,84,3,211.32,0,Regular
12997.0,21,59,1226.89,0,Regular
12999.0,195,28,455.88,2,VIP
13000.0,106,31,534.85,0,Regular
13001.0,3,339,9818.82,0,Regular
13002.0,317,7,120.95,2,VIP
13003.0,105,6,149.05,0,Regular
13004.0,11,404,5655.91,0,Regular
13005.0,173,26,513.7,2,VIP
13006.0,55,4,81.57,0,Regular
13008.0,322,14,229.47,2,VIP
13011.0,371,3,50.550000000000004,2,VIP
13012.0,8,89,1661.8400000000001,0,Regular
13013.0,0,219,4810.9400000000005,0,Regular
13014.0,10,109,3466.28,0,Regular
13015.0,52,176,3346.28,0,Regular
13016.0,72,47,789.89,0,Regular
13017.0,6,1,204.0,0,Regular
13018.0,15,458,7277.7,0,Regular
13021.0,3,131,2616.38,0,Regular
13023.0,63,40,689.9,0,Regular
13026.0,0,40,975.36,0,Regular
13027.0,113,26,6912.0,0,Regular
13028.0,22,45,661.3199999999999,0,Regular
13029.0,30,10,1247.5,0,Regular
13030.0,10,99,799.48,0,Regular
13032.0,51,71,1010.1800000000001,0,Regular
13033.0,356,11,190.55,2,VIP
13034.0,54,37,642.77,0,Regular
13035.0,73,27,921.88,0,Regular
13037.0,137,48,881.07,0,Regular
13038.0,79,28,908.46,0,Regular
13040.0,8,43,676.99,0,Regular
13043.0,272,13,516.42,2,VIP
13044.0,290,33,560.47,2,VIP
13045.0,98,18,305.28000000000003,0,Regular
13046.0,30,35,629.31,0,Regular
13047.0,31,172,3237.54,0,Regular
13048.0,13,136,1835.91,0,Regular
13049.0,63,14,656.6800000000001,0,Regular
13050.0,14,403,5836.86,0,Regular
13052.0,211,18,348.15000000000003,2,VIP
13055.0,77,76,1214.41,0,Regular
13058.0,24,8,271.40000000000003,0,Regular
13059.0,249,8,183.4,2,VIP
13060.0,253,15,307.53000000000003,2,VIP
13061.0,71,10,248.61,0,Regular
13062.0,190,11,346.98,2,VIP
13064.0,12,69,1119.49,0,Regular
13065.0,372,14,205.86,2,VIP
13066.0,23,48,470.8,0,Regular
13067.0,81,15,115.46000000000001,0,Regular
13068.0,9,2,344.0,0,Regular
13069.0,0,425,4436.12,0,Regular
13070.0,191,9,228.8,2,VIP
13072.0,266,7,177.15,2,VIP
13075.0,129,22,919.61,0,Regular
13077.0,0,112,729.27,0,Regular
13078.0,2,358,12627.94,0,Regular
13079.0,3,6,220.10000000000002,0,Regular
13080.0,178,6,58.08,2,VIP
13081.0,11,1024,28337.38,0,Regular
13082.0,125,73,3613.63,0,Regular
13083.0,3,18,303.75,0,Regular
13085.0,157,22,416.08,2,VIP
13089.0,2,1818,58825.83,0,Regular
13090.0,8,155,8910.82,0,Regular
13091.0,27,21,345.82,0,Regular
13092.0,70,25,477.83,0,Regular
13093.0,275,159,7832.47,2,VIP
13094.0,20,24,1927.3200000000002,0,Regular
13095.0,70,6,74.39999999999999,0,Regular
13097.0,32,423,6010.42,0,Regular
13098.0,0,572,28882.44,0,Regular
13099.0,98,1,207.36,0,Regular
13101.0,233,8,101.19,2,VIP
13102.0,0,304,6424.09,0,Regular
13103.0,39,8,243.94,0,Regular
13104.0,2,20,1098.48,0,Regular
13106.0,132,1,76.5,0,Regular
13107.0,43,58,1531.6200000000001,0,Regular
13108.0,372,10,350.06,2,VIP
13109.0,59,47,786.54,0,Regular
13110.0,30,145,1488.67,0,Regular
13113.0,0,200,12245.960000000001,0,Regular
13115.0,11,120,2294.78,0,Regular
13116.0,137,30,501.14,0,Regular
13117.0,21,76,984.91,0,Regular
13118.0,19,79,1197.81,0,Regular
13120.0,238,1,30.6,2,VIP
13121.0,268,50,283.73,2,VIP
13122.0,93,55,922.39,0,Regular
13124.0,89,235,3866.33,0,Regular
13126.0,4,140,2099.64,0,Regular
13127.0,77,15,259.17,0,Regular
13130.0,93,2,64.0,0,Regular
13131.0,22,44,1073.3,0,Regular
13132.0,261,3,77.3,2,VIP
13133.0,273,7,109.8,2,VIP
13134.0,85,98,1793.58,0,Regular
13135.0,196,1,3096.0,2,VIP
13136.0,55,127,2607.61,0,Regular
13137.0,10,704,3650.41,0,Regular
13138.0,21,63,962.39,0,Regular
13139.0,15,170,5064.9400000000005,0,Regular
13140.0,107,46,423.72,0,Regular
13141.0,84,135,2388.75,0,Regular
13142.0,18,23,307.09000000000003,0,Regular
13144.0,332,3,110.95,2,VIP
13145.0,39,6,618.52,0,Regular
13146.0,25,17,228.91,0,Regular
13147.0,9,4,712.8,0,Regular
13148.0,28,319,3707.12,0,Regular
13149.0,13,86,1676.06,0,Regular
13151.0,295,74,1257.8700000000001,2,VIP
13153.0,5,15,486.22,0,Regular
13155.0,32,85,971.76,0,Regular
13157.0,48,87,1741.22,0,Regular
13158.0,94,79,1201.06,0,Regular
13159.0,8,121,1437.85,0,Regular
13160.0,21,4,91.8,0,Regular
13161.0,312,8,112.75,2,VIP
13162.0,121,79,1688.29,0,Regular
13165.0,45,42,1021.48,0,Regular
13166.0,282,41,417.2,2,VIP
13167.0,18,65,791.33,0,Regular
13168.0,35,131,1319.19,0,Regular
13169.0,63,13,712.88,0,Regular
13170.0,26,32,116.00999999999999,0,Regular
13171.0,21,46,468.41,0,Regular
13173.0,3,43,353.65000000000003,0,Regular
13174.0,15,314,2817.03,0,Regular
13176.0,45,72,492.84,0,Regular
13177.0,64,17,282.45,0,Regular
13178.0,25,265,5725.47,0,Regular
13182.0,44,11,121.18,0,Regular
13183.0,7,94,3957.78,0,Regular
13184.0,14,181,1701.29,0,Regular
13185.0,267,1,71.4,2,VIP
13186.0,39,79,1575.89,0,Regular
13187.0,336,37,236.02,2,VIP
13188.0,10,2,114.6,0,Regular
13189.0,18,29,260.68,0,Regular
13192.0,94,63,911.94,0,Regular
13193.0,60,29,117.88,0,Regular
13194.0,135,3,60.7,0,Regular
13196.0,10,110,1797.78,0,Regular
13198.0,9,226,3401.2400000000002,0,Regular
13199.0,3,119,9817.12,0,Regular
13200.0,18,46,870.09,0,Regular
13203.0,9,57,869.46,0,Regular
13207.0,14,8,250.26000000000002,0,Regular
13208.0,58,149,1223.9,0,Regular
13209.0,29,321,5891.61,0,Regular
13210.0,93,22,353.48,0,Regular
13211.0,9,56,1197.42,0,Regular
13212.0,19,142,788.08,0,Regular
13213.0,56,90,1520.58,0,Regular
13216.0,267,5,333.74,2,VIP
13217.0,121,4,533.98,0,Regular
13218.0,126,5,62.64,0,Regular
13220.0,77,21,819.2900000000001,0,Regular
13221.0,239,66,847.41,2,VIP
13223.0,199,5,163.2,2,VIP
13224.0,59,108,2155.95,0,Regular
13225.0,2,32,6463.84,0,Regular
13226.0,272,16,108.21000000000001,2,VIP
13227.0,201,9,257.7,2,VIP
13228.0,80,2,358.0,0,Regular
13229.0,225,10,160.95,2,VIP
13230.0,3,611,2806.97,0,Regular
13232.0,12,207,1357.6,0,Regular
13233.0,73,43,605.12,0,Regular
13235.0,211,58,1031.07,2,VIP
13236.0,24,36,744.85,0,Regular
13238.0,16,31,700.73,0,Regular
13239.0,261,21,329.56,2,VIP
13240.0,95,67,663.65,0,Regular
13242.0,111,13,270.40000000000003,0,Regular
13243.0,202,58,600.07,2,VIP
13244.0,92,27,121.74000000000001,0,Regular
13245.0,50,16,430.5,0,Regular
13246.0,17,141,1987.3,0,Regular
13247.0,17,25,501.12,0,Regular
13248.0,124,26,465.68,0,Regular
13249.0,91,23,711.41,0,Regular
13253.0,156,36,1030.4,2,VIP
13255.0,8,13,399.51,0,Regular
13258.0,11,38,698.5799999999999,0,Regular
13259.0,61,87,292.32,0,Regular
13260.0,60,8,557.62,0,Regular
13261.0,268,9,944.1,2,VIP
13262.0,262,11,200.29,2,VIP
13263.0,0,1677,7454.07,0,Regular
13265.0,52,91,2107.66,0,Regular
13266.0,10,187,3834.2599999999998,0,Regular
13267.0,2,211,4521.49,0,Regular
13268.0,17,440,3214.69,0,Regular
13269.0,0,316,5346.2300000000005,0,Regular
