ds,yhat
2010-12-05 16:41:00,282.46003259752194
2010-12-06 08:34:00,510.3099340400058
2010-12-06 08:42:00,514.8845858442237
2010-12-06 08:43:00,515.4871786678458
2010-12-06 08:44:00,516.0944892748574
2010-12-06 09:21:00,536.7609562121736
2010-12-06 09:37:00,541.1547560076134
2010-12-06 09:45:00,541.7058651689623
2010-12-06 09:52:00,541.2029997612997
2010-12-06 10:03:00,538.5050898478402
2010-12-06 10:05:00,537.7644583941707
2010-12-06 10:18:00,531.1374592958502
2010-12-06 10:19:00,530.5022977005771
2010-12-06 10:20:00,529.8500168548255
2010-12-06 10:24:00,527.0735303707846
2010-12-06 10:27:00,524.8211971594175
2010-12-06 10:34:00,519.03647069362
2010-12-06 10:36:00,517.2566056927616
2010-12-06 10:38:00,515.4241912621543
2010-12-06 10:43:00,510.62828751769365
2010-12-06 11:01:00,491.3574281285369
2010-12-06 11:03:00,489.07734089147453
2010-12-06 11:06:00,485.6248330484419
2010-12-06 11:10:00,480.9757190043842
2010-12-06 11:16:00,473.94937848524467
2010-12-06 11:26:00,462.28260956073467
2010-12-06 11:37:00,449.85887302296396
2010-12-06 11:38:00,448.7646606932915
2010-12-06 11:42:00,444.4623164612025
2010-12-06 11:58:00,428.74120890825577
2010-12-06 12:06:00,421.98007744515985
2010-12-06 12:15:00,415.4031263656492
2010-12-06 12:21:00,411.6676666703646
2010-12-06 12:23:00,410.54196911304746
2010-12-06 12:30:00,407.0806942465788
2010-12-06 12:31:00,406.64738752450387
2010-12-06 12:34:00,405.4393987852908
2010-12-06 12:38:00,404.0427337425794
2010-12-06 12:39:00,403.73159744803036
2010-12-06 12:40:00,403.4355921066775
2010-12-06 12:41:00,403.15466706441697
2010-12-06 12:44:00,402.401780903011
2010-12-06 12:47:00,401.78224603640155
2010-12-06 12:52:00,401.03963270891853
2010-12-06 12:55:00,400.7633706143471
2010-12-06 12:59:00,400.5855316035922
2010-12-06 13:01:00,400.5756950999506
2010-12-06 13:06:00,400.77157799757856
2010-12-06 13:12:00,401.39706200113653
2010-12-06 13:13:00,401.5400414349624
2010-12-06 13:21:00,403.04459212650397
2010-12-06 13:22:00,403.27441786166906
2010-12-06 13:32:00,406.0009553062181
2010-12-06 13:34:00,406.6268426780939
2010-12-06 13:35:00,406.94821091599965
2010-12-06 13:41:00,408.9779967197436
2010-12-06 13:47:00,411.1409366043888
2010-12-06 13:53:00,413.37998927698845
2010-12-06 13:58:00,415.2630678014297
2010-12-06 13:59:00,415.63844862714234
2010-12-06 14:00:00,416.01282176157065
2010-12-06 14:05:00,417.8607937737537
2010-12-06 14:08:00,418.94160088554895
2010-12-06 14:19:00,422.6105630858375
2010-12-06 14:31:00,425.83197422777414
2010-12-06 14:36:00,426.8600466729237
2010-12-06 14:43:00,427.9383370619654
2010-12-06 14:46:00,428.262526061145
2010-12-06 14:51:00,428.6093232419263
2010-12-06 14:55:00,428.70738064124043
2010-12-06 15:00:00,428.6003966893967
2010-12-06 15:03:00,428.41239260743646
2010-12-06 15:06:00,428.13121919025747
2010-12-06 15:09:00,427.75711400149055
2010-12-06 15:13:00,427.11493959287145
2010-12-06 15:14:00,426.92905887858507
2010-12-06 15:18:00,426.0858310999186
2010-12-06 15:25:00,424.23779674561365
2010-12-06 15:27:00,423.6262982966058
2010-12-06 15:34:00,421.2130649521421
2010-12-06 15:35:00,420.83542645040217
2010-12-06 15:38:00,419.65639901576526
2010-12-06 15:54:00,412.37416791647837
2010-12-06 16:36:00,390.51436970557546
2010-12-06 16:58:00,381.7426392970074
2010-12-06 17:16:00,377.8286237993299
2010-12-06 17:26:00,377.17616580765616
2010-12-07 09:13:00,595.1873419228963
2010-12-07 09:21:00,598.5752834688517
2010-12-07 09:23:00,599.2912101805993
2010-12-07 09:43:00,602.9338848833427
2010-12-07 09:51:00,602.3794776473503
2010-12-07 09:55:00,601.6413231947006
2010-12-07 09:57:00,601.1559503177159
2010-12-07 10:04:00,598.847833291691
2010-12-07 10:06:00,598.0156493904695
2010-12-07 10:08:00,597.1077066478988
2010-12-07 10:14:00,593.9375491805716
2010-12-07 10:32:00,580.6988632497075
2010-12-07 10:36:00,577.0812693341275
2010-12-07 10:43:00,570.2538831113366
2010-12-07 10:47:00,566.1009899913879
2010-12-07 10:51:00,561.790015108689
2010-12-07 11:11:00,538.6099592440324
2010-12-07 11:26:00,520.6250099791257
2010-12-07 11:30:00,515.9115436375226
2010-12-07 11:33:00,512.4244680758836
2010-12-07 11:41:00,503.3944372751191
2010-12-07 11:45:00,499.06094806920987
2010-12-07 11:49:00,494.87168669395663
2010-12-07 11:59:00,485.13155972902035
2010-12-07 12:18:00,470.1024215504982
2010-12-07 12:21:00,468.196966153119
2010-12-07 12:28:00,464.2763899892718
2010-12-07 12:29:00,463.77697751349956
2010-12-07 12:37:00,460.3302015952304
2010-12-07 12:43:00,458.38086495498294
2010-12-07 12:49:00,456.96429494061306
2010-12-07 13:01:00,455.64726865193217
2010-12-07 13:13:00,456.14931470088857
2010-12-07 13:16:00,456.52309699268767
2010-12-07 13:18:00,456.82162310984535
2010-12-07 13:20:00,457.1575501312295
2010-12-07 13:22:00,457.52905164267065
2010-12-07 13:28:00,458.83811168463046
2010-12-07 13:29:00,459.0821139376692
2010-12-07 13:30:00,459.3328341354495
2010-12-07 13:45:00,463.7252669147708
2010-12-07 13:50:00,465.3609901846414
2010-12-07 13:53:00,466.35932491527905
2010-12-07 14:00:00,468.692311395303
2010-12-07 14:30:00,476.9452974072858
2010-12-07 14:31:00,477.1288782459578
2010-12-07 14:41:00,478.506723882287
2010-12-07 14:57:00,478.76164443220836
2010-12-07 14:58:00,478.69161107426567
2010-12-07 15:02:00,478.3073233438769
2010-12-07 15:03:00,478.18513941162735
2010-12-07 15:04:00,478.0524994995586
2010-12-07 15:15:00,475.9080594945892
2010-12-07 15:18:00,475.1090045711375
2010-12-07 15:20:00,474.52685519687236
2010-12-07 15:39:00,467.1836294648281
2010-12-07 15:48:00,462.73203881545857
2010-12-07 15:54:00,459.50391048782365
2010-12-07 16:20:00,444.32096341025436
2010-12-07 16:42:00,432.16448253876877
2010-12-07 16:43:00,431.67003097089037
2010-12-07 17:05:00,422.8113725032231
2010-12-07 17:19:00,419.62292202881815
2010-12-08 08:12:00,517.934562666236
2010-12-08 08:43:00,527.1228846754399
2010-12-08 08:58:00,534.4647991542297
2010-12-08 09:07:00,538.578220930254
2010-12-08 09:20:00,543.2687567933483
2010-12-08 09:30:00,545.391169017152
2010-12-08 09:49:00,544.8113480597635
2010-12-08 09:51:00,544.362155332628
2010-12-08 09:53:00,543.836250301699
2010-12-08 09:56:00,542.9030234417708
2010-12-08 10:11:00,535.6543450031121
2010-12-08 10:13:00,534.3699396008976
2010-12-08 10:14:00,533.7006460315862
2010-12-08 10:21:00,528.5242526969092
2010-12-08 10:35:00,515.801075940373
2010-12-08 10:36:00,514.7839369975859
2010-12-08 10:38:00,512.7107738356639
2010-12-08 10:39:00,511.65531646242846
2010-12-08 10:40:00,510.5876602794143
2010-12-08 10:45:00,505.0768195018568
2010-12-08 10:46:00,503.9422759135134
2010-12-08 10:51:00,498.1250201279233
2010-12-08 10:53:00,495.73673021395496
2010-12-08 11:02:00,484.6436670249208
2010-12-08 11:04:00,482.11803252674554
2010-12-08 11:16:00,466.72628067006076
2010-12-08 11:31:00,447.5896632903565
2010-12-08 11:38:00,438.9886606696084
2010-12-08 11:41:00,435.40544282235936
2010-12-08 11:42:00,434.22687563906004
2010-12-08 11:43:00,433.05668913859466
2010-12-08 12:01:00,413.71285404586047
2010-12-08 12:06:00,409.0193045296542
2010-12-08 12:08:00,407.23551985806597
2010-12-08 12:09:00,406.36429387835585
2010-12-08 12:11:00,404.66385392523523
2010-12-08 12:17:00,399.90723766950134
2010-12-08 12:24:00,395.0340691473851
2010-12-08 12:29:00,392.0101542981985
2010-12-08 12:35:00,388.88971538750025
2010-12-08 12:36:00,388.42354470833703
2010-12-08 12:40:00,386.7119827339584
2010-12-08 12:41:00,386.32216330676954
2010-12-08 12:45:00,384.91348249260426
2010-12-08 12:46:00,384.59860930344666
2010-12-08 12:49:00,383.7421755361555
2010-12-08 12:51:00,383.243742278165
2010-12-08 12:56:00,382.2450100829336
2010-12-08 12:57:00,382.08666551012345
2010-12-08 13:01:00,381.58662956566934
2010-12-08 13:03:00,381.41445991748657
2010-12-08 13:07:00,381.2191618826598
2010-12-08 13:08:00,381.2003483994539
2010-12-08 13:11:00,381.212922355693
2010-12-08 13:14:00,381.32484459952065
2010-12-08 13:17:00,381.53050986046367
2010-12-08 13:21:00,381.9403671897089
2010-12-08 13:23:00,382.1993362138717
2010-12-08 13:28:00,382.9892055625852
2010-12-08 13:30:00,383.3570100493701
2010-12-08 13:38:00,385.07420146496986
2010-12-08 13:49:00,387.8879313986767
2010-12-08 13:51:00,388.43186524294254
2010-12-08 13:53:00,388.9804807342126
2010-12-08 13:55:00,389.5316864792534
2010-12-08 14:22:00,396.21698131483015
2010-12-08 14:36:00,398.21222257138857
2010-12-08 14:38:00,398.3723766718722
2010-12-08 14:43:00,398.61911156572717
2010-12-08 14:46:00,398.65732476419186
2010-12-08 14:50:00,398.5748396994604
2010-12-08 14:53:00,398.41023626667976
2010-12-08 14:58:00,397.935639394106
2010-12-08 14:59:00,397.8103182609669
2010-12-08 15:03:00,397.20691083604885
2010-12-08 15:10:00,395.75755301769743
2010-12-08 15:12:00,395.2521387200352
2010-12-08 15:16:00,394.12156149874187
2010-12-08 15:17:00,393.8142972909319
2010-12-08 15:23:00,391.76946846746074
2010-12-08 15:25:00,391.0133060816575
2010-12-08 15:33:00,387.6388801095185
2010-12-08 15:35:00,386.7129420720911
2010-12-08 15:38:00,385.266953666789
2010-12-08 15:39:00,384.7703663205814
2010-12-08 15:56:00,375.4027652382628
2010-12-08 15:58:00,374.2105667570562
2010-12-08 15:59:00,373.60945287067926
2010-12-08 16:11:00,366.2236555773199
2010-12-08 16:18:00,361.8717065072416
2010-12-08 16:21:00,360.0228644143132
2010-12-08 16:29:00,355.2030291926544
2010-12-08 16:34:00,352.31253527328823
2010-12-08 16:45:00,346.43998500707977
2010-12-08 16:48:00,344.98204377897184
2010-12-08 16:49:00,344.51167597370977
2010-12-08 17:20:00,334.66381667988526
2010-12-09 08:34:00,530.2200722875825
2010-12-09 09:14:00,555.7801999059407
2010-12-09 09:23:00,560.1637692661305
2010-12-09 09:25:00,560.9891345294426
2010-12-09 09:27:00,561.7549590037526
2010-12-09 09:30:00,562.7872185426959
2010-12-09 09:34:00,563.9356294722793
2010-12-09 09:49:00,565.7205350110946
2010-12-09 10:00:00,564.3348741444194
2010-12-09 10:04:00,563.2548168360655
2010-12-09 10:05:00,562.9372217192641
2010-12-09 10:13:00,559.7241870611143
2010-12-09 10:16:00,558.2187059378068
2010-12-09 10:30:00,549.1852349148919
2010-12-09 10:33:00,546.8545382125773
2010-12-09 10:37:00,543.5538982077016
2010-12-09 10:42:00,539.1426788078495
2010-12-09 10:44:00,537.2968646686465
2010-12-09 10:45:00,536.3577417928755
2010-12-09 10:48:00,533.4792588669748
2010-12-09 10:55:00,526.4476313448341
2010-12-09 11:28:00,490.5728012397597
2010-12-09 11:30:00,488.4224765949997
2010-12-09 11:31:00,487.35434440661413
2010-12-09 11:35:00,483.1359621629781
2010-12-09 11:39:00,479.01876284304365
2010-12-09 11:44:00,474.04288762546275
2010-12-09 11:48:00,470.22005318870754
2010-12-09 12:05:00,455.90966642563205
2010-12-09 12:12:00,451.08370621085237
2010-12-09 12:13:00,450.4503397092155
2010-12-09 12:16:00,448.6369086287409
2010-12-09 12:17:00,448.0616526405909
2010-12-09 12:20:00,446.4247707864188
2010-12-09 12:24:00,444.45229908405696
2010-12-09 12:32:00,441.23857283041843
2010-12-09 12:37:00,439.72799503233307
2010-12-09 12:49:00,437.64217499220285
2010-12-09 12:59:00,437.4875831956425
2010-12-09 13:03:00,437.8000054301266
2010-12-09 13:05:00,438.0315093414513
2010-12-09 13:08:00,438.46895404300545
2010-12-09 13:14:00,439.64973814077274
2010-12-09 13:21:00,441.4927675297506
2010-12-09 13:22:00,441.79286507251925
2010-12-09 13:24:00,442.41834677502055
2010-12-09 13:34:00,445.9880948585765
2010-12-09 13:38:00,447.5848227916156
2010-12-09 13:44:00,450.1089496152073
2010-12-09 13:47:00,451.4136395208324
2010-12-09 13:57:00,455.85902334834356
2010-12-09 13:59:00,456.750190675637
2010-12-09 14:05:00,459.3909765020437
